State Name,County Name,Census 2010,Population Estimate 2019
Illinois,Monroe County,"32,957","34,637"
Illinois,Montgomery County,"30,104","28,414"
Illinois,Morgan County,"35,547","33,658"
Illinois,Moultrie County,"14,846","14,501"
Illinois,Ogle County,"53,497","50,643"
Illinois,Peoria County,"186,494","179,179"
Illinois,Perry County,"22,350","20,916"
Illinois,Piatt County,"16,729","16,344"
Illinois,Pike County,"16,430","15,561"
Illinois,Pope County,"4,470","4,177"
Illinois,Pulaski County,"6,161","5,335"
Illinois,Putnam County,"6,006","5,739"
Illinois,Randolph County,"33,476","31,782"
Illinois,Richland County,"16,233","15,513"
Illinois,Rock Island County,"147,546","141,879"
Illinois,Saline County,"24,913","23,491"
Illinois,Sangamon County,"197,465","194,672"
Illinois,Schuyler County,"7,544","6,768"
Illinois,Scott County,"5,355","4,951"
Illinois,Shelby County,"22,363","21,634"
Illinois,St. Clair County,"270,056","259,686"
Illinois,Stark County,"5,994","5,342"
Illinois,Stephenson County,"47,711","44,498"
Illinois,Tazewell County,"135,394","131,803"
Illinois,Union County,"17,808","16,653"
Illinois,Vermilion County,"81,625","75,758"
Illinois,Wabash County,"11,947","11,520"
Illinois,Warren County,"17,707","16,844"
Illinois,Washington County,"14,716","13,887"
Illinois,Wayne County,"16,760","16,215"
Illinois,White County,"14,665","13,537"
Illinois,Whiteside County,"58,498","55,175"
Illinois,Will County,"677,560","690,743"
Illinois,Williamson County,"66,357","66,597"
Illinois,Winnebago County,"295,266","282,572"
Illinois,Woodford County,"38,664","38,459"
Indiana,Adams County,"34,387","35,777"
Indiana,Allen County,"355,329","379,299"
Indiana,Bartholomew County,"76,794","83,779"
Indiana,Benton County,"8,854","8,748"
Indiana,Blackford County,"12,766","11,758"
Indiana,Boone County,"56,640","67,843"
Indiana,Brown County,"15,242","15,092"
Indiana,Carroll County,"20,155","20,257"
Indiana,Cass County,"38,966","37,689"
Indiana,Clark County,"110,232","118,302"
Indiana,Clay County,"26,890","26,225"
Indiana,Clinton County,"33,224","32,399"
Indiana,Crawford County,"10,713","10,577"
Indiana,Daviess County,"31,648","33,351"
Indiana,Dearborn County,"50,047","49,458"
Indiana,Decatur County,"25,740","26,559"
Indiana,DeKalb County,"42,223","43,475"
Indiana,Delaware County,"117,671","114,135"
Indiana,Dubois County,"41,889","42,736"
Indiana,Elkhart County,"197,559","206,341"
Indiana,Fayette County,"24,277","23,102"
Indiana,Floyd County,"74,578","78,522"
Indiana,Fountain County,"17,240","16,346"
Indiana,Franklin County,"23,087","22,758"
Indiana,Fulton County,"20,836","19,974"
Indiana,Gibson County,"33,503","33,659"
Indiana,Grant County,"70,061","65,769"
Indiana,Greene County,"33,165","31,922"
Indiana,Hamilton County,"274,569","338,011"
Indiana,Hancock County,"70,002","78,168"
Indiana,Harrison County,"39,364","40,515"
Indiana,Hendricks County,"145,448","170,311"
Indiana,Henry County,"49,462","47,972"
Indiana,Howard County,"82,752","82,544"
Indiana,Huntington County,"37,124","36,520"
Indiana,Jackson County,"42,376","44,231"
Indiana,Jasper County,"33,478","33,562"
Indiana,Jay County,"21,253","20,436"
Indiana,Jefferson County,"32,428","32,308"
Indiana,Jennings County,"28,525","27,735"
Indiana,Johnson County,"139,654","158,167"
Indiana,Knox County,"38,440","36,594"
Indiana,Kosciusko County,"77,358","79,456"
Indiana,LaGrange County,"37,128","39,614"
Indiana,Lake County,"496,005","485,493"
Indiana,LaPorte County,"111,467","109,888"
Indiana,Lawrence County,"46,134","45,370"
Indiana,Madison County,"131,636","129,569"
Indiana,Marion County,"903,393","964,582"
Indiana,Marshall County,"47,051","46,258"
Indiana,Martin County,"10,334","10,255"
Indiana,Miami County,"36,903","35,516"
Indiana,Monroe County,"137,974","148,431"
Indiana,Montgomery County,"38,124","38,338"
Indiana,Morgan County,"68,894","70,489"
Indiana,Newton County,"14,244","13,984"
Indiana,Noble County,"47,536","47,744"
Indiana,Ohio County,"6,128","5,875"
Indiana,Orange County,"19,840","19,646"
Indiana,Owen County,"21,575","20,799"
Indiana,Parke County,"17,339","16,937"
Indiana,Perry County,"19,338","19,169"
Indiana,Pike County,"12,845","12,389"
Indiana,Porter County,"164,343","170,389"
Indiana,Posey County,"25,910","25,427"
Indiana,Pulaski County,"13,402","12,353"
Indiana,Putnam County,"37,963","37,576"
Indiana,Randolph County,"26,171","24,665"
Indiana,Ripley County,"28,818","28,324"
Indiana,Rush County,"17,392","16,581"
Indiana,Scott County,"24,181","23,873"
Indiana,Shelby County,"44,436","44,729"
Indiana,Spencer County,"20,952","20,277"
Indiana,St. Joseph County,"266,931","271,826"
Indiana,Starke County,"23,363","22,995"
Indiana,Steuben County,"34,185","34,594"
Indiana,Sullivan County,"21,475","20,669"
Indiana,Switzerland County,"10,613","10,751"
Indiana,Tippecanoe County,"172,780","195,732"
Indiana,Tipton County,"15,936","15,148"
Indiana,Union County,"7,516","7,054"
Indiana,Vanderburgh County,"179,703","181,451"
Indiana,Vermillion County,"16,212","15,498"
Indiana,Vigo County,"107,848","107,038"
Indiana,Wabash County,"32,888","30,996"
Indiana,Warren County,"8,508","8,265"
Indiana,Warrick County,"59,689","62,998"
Indiana,Washington County,"28,262","28,036"
Indiana,Wayne County,"68,917","65,884"
Indiana,Wells County,"27,636","28,296"
Indiana,White County,"24,643","24,102"
Indiana,Whitley County,"33,292","33,964"
Iowa,Adair County,"7,682","7,152"
Iowa,Adams County,"4,029","3,602"
Iowa,Allamakee County,"14,330","13,687"
Iowa,Appanoose County,"12,887","12,426"
Iowa,Audubon County,"6,119","5,496"
Iowa,Benton County,"26,076","25,645"
Iowa,Black Hawk County,"131,090","131,228"
Iowa,Boone County,"26,306","26,234"
Iowa,Bremer County,"24,276","25,062"
Iowa,Buchanan County,"20,958","21,175"
Iowa,Buena Vista County,"20,260","19,620"
Iowa,Butler County,"14,867","14,439"
Iowa,Calhoun County,"9,670","9,668"
Iowa,Carroll County,"20,816","20,165"
Iowa,Cass County,"13,956","12,836"
Iowa,Cedar County,"18,499","18,627"
Iowa,Cerro Gordo County,"44,151","42,450"
Iowa,Cherokee County,"12,072","11,235"
Iowa,Chickasaw County,"12,439","11,933"
Iowa,Clarke County,"9,286","9,395"
Iowa,Clay County,"16,667","16,016"
Iowa,Clayton County,"18,129","17,549"
Iowa,Clinton County,"49,116","46,429"
Iowa,Crawford County,"17,096","16,820"
Iowa,Dallas County,"66,135","93,453"
Iowa,Davis County,"8,753","9,000"
Iowa,Decatur County,"8,457","7,870"
Iowa,Delaware County,"17,764","17,011"
Iowa,Des Moines County,"40,325","38,967"
Iowa,Dickinson County,"16,667","17,258"
Iowa,Dubuque County,"93,653","97,311"
Iowa,Emmet County,"10,302","9,208"
Iowa,Fayette County,"20,880","19,650"
Iowa,Floyd County,"16,303","15,642"
Iowa,Franklin County,"10,680","10,070"
Iowa,Fremont County,"7,441","6,960"
Iowa,Greene County,"9,336","8,888"
Iowa,Grundy County,"12,453","12,232"
Iowa,Guthrie County,"10,954","10,689"
Iowa,Hamilton County,"15,673","14,773"
Iowa,Hancock County,"11,341","10,630"
Iowa,Hardin County,"17,534","16,846"
Iowa,Harrison County,"14,928","14,049"
Iowa,Henry County,"20,145","19,954"
Iowa,Howard County,"9,566","9,158"
Iowa,Humboldt County,"9,815","9,558"
Iowa,Ida County,"7,089","6,860"
Iowa,Iowa County,"16,355","16,184"
Iowa,Jackson County,"19,848","19,439"
Iowa,Jasper County,"36,842","37,185"
Iowa,Jefferson County,"16,843","18,295"
Iowa,Johnson County,"130,882","151,140"
Iowa,Jones County,"20,638","20,681"
Iowa,Keokuk County,"10,511","10,246"
Iowa,Kossuth County,"15,543","14,813"
Iowa,Lee County,"35,862","33,657"
Iowa,Linn County,"211,226","226,706"
Iowa,Louisa County,"11,387","11,035"
Iowa,Lucas County,"8,898","8,600"
Iowa,Lyon County,"11,581","11,755"
Iowa,Madison County,"15,679","16,338"
Iowa,Mahaska County,"22,381","22,095"
Iowa,Marion County,"33,309","33,253"
Iowa,Marshall County,"40,648","39,369"
Iowa,Mills County,"15,059","15,109"
Iowa,Mitchell County,"10,776","10,586"
Iowa,Monona County,"9,243","8,615"
Iowa,Monroe County,"7,970","7,707"
Iowa,Montgomery County,"10,740","9,917"
Iowa,Muscatine County,"42,745","42,664"
Iowa,O'Brien County,"14,398","13,753"
Iowa,Osceola County,"6,462","5,958"
Iowa,Page County,"15,932","15,107"
Iowa,Palo Alto County,"9,421","8,886"
Iowa,Plymouth County,"24,986","25,177"
Iowa,Pocahontas County,"7,310","6,619"
Iowa,Polk County,"430,640","490,161"
Iowa,Pottawattamie County,"93,158","93,206"
Iowa,Poweshiek County,"18,914","18,504"
Iowa,Ringgold County,"5,131","4,894"
Iowa,Sac County,"10,350","9,721"
Iowa,Scott County,"165,224","172,943"
Iowa,Shelby County,"12,167","11,454"
Iowa,Sioux County,"33,704","34,855"
Iowa,Story County,"89,542","97,117"
Iowa,Tama County,"17,767","16,854"
Iowa,Taylor County,"6,317","6,121"
Iowa,Union County,"12,534","12,241"
Iowa,Van Buren County,"7,570","7,044"
Iowa,Wapello County,"35,625","34,969"
Iowa,Warren County,"46,225","51,466"
Iowa,Washington County,"21,704","21,965"
Iowa,Wayne County,"6,403","6,441"
Iowa,Webster County,"38,013","35,904"
Iowa,Winnebago County,"10,866","10,354"
Iowa,Winneshiek County,"21,056","19,991"
Iowa,Woodbury County,"102,172","103,107"
Iowa,Worth County,"7,598","7,381"
Iowa,Wright County,"13,229","12,562"
Kansas,Allen County,"13,371","12,369"
Kansas,Anderson County,"8,102","7,858"
Kansas,Atchison County,"16,924","16,073"
Kansas,Barber County,"4,861","4,427"
Kansas,Barton County,"27,674","25,779"
Kansas,Bourbon County,"15,173","14,534"
Kansas,Brown County,"9,984","9,564"
Kansas,Butler County,"65,880","66,911"
Kansas,Chase County,"2,790","2,648"
Kansas,Chautauqua County,"3,669","3,250"
Kansas,Cherokee County,"21,603","19,939"
Kansas,Cheyenne County,"2,726","2,657"
Kansas,Clark County,"2,215","1,994"
Kansas,Clay County,"8,535","8,002"
Kansas,Cloud County,"9,533","8,786"
Kansas,Coffey County,"8,601","8,179"
Kansas,Comanche County,"1,891","1,700"
Kansas,Cowley County,"36,311","34,908"
Kansas,Crawford County,"39,134","38,818"
Kansas,Decatur County,"2,961","2,827"
Kansas,Dickinson County,"19,754","18,466"
Kansas,Doniphan County,"7,945","7,600"
Kansas,Douglas County,"110,826","122,259"
Kansas,Edwards County,"3,037","2,798"
Kansas,Elk County,"2,882","2,530"
Kansas,Ellis County,"28,452","28,553"
Kansas,Ellsworth County,"6,497","6,102"
Kansas,Finney County,"36,776","36,467"
Kansas,Ford County,"33,848","33,619"
Kansas,Franklin County,"25,992","25,544"
Kansas,Geary County,"34,362","31,670"
Kansas,Gove County,"2,695","2,636"
Kansas,Graham County,"2,597","2,482"
Kansas,Grant County,"7,829","7,150"
Kansas,Gray County,"6,006","5,988"
Kansas,Greeley County,"1,247","1,232"
Kansas,Greenwood County,"6,689","5,982"
Kansas,Hamilton County,"2,690","2,539"
Kansas,Harper County,"6,034","5,436"
Kansas,Harvey County,"34,684","34,429"
Kansas,Haskell County,"4,256","3,968"
Kansas,Hodgeman County,"1,916","1,794"
Kansas,Jackson County,"13,462","13,171"
Kansas,Jefferson County,"19,126","19,043"
Kansas,Jewell County,"3,077","2,879"
Kansas,Johnson County,"544,179","602,401"
Kansas,Kearny County,"3,977","3,838"
Kansas,Kingman County,"7,858","7,152"
Kansas,Kiowa County,"2,553","2,475"
Kansas,Labette County,"21,607","19,618"
Kansas,Lane County,"1,750","1,535"
Kansas,Leavenworth County,"76,227","81,758"
Kansas,Lincoln County,"3,241","2,962"
Kansas,Linn County,"9,656","9,703"
Kansas,Logan County,"2,756","2,794"
Kansas,Lyon County,"33,690","33,195"
Kansas,Marion County,"12,660","11,884"
Kansas,Marshall County,"10,117","9,707"
Kansas,McPherson County,"29,180","28,542"
Kansas,Meade County,"4,575","4,033"
Kansas,Miami County,"32,787","34,237"
Kansas,Mitchell County,"6,373","5,979"
Kansas,Montgomery County,"35,471","31,829"
Kansas,Morris County,"5,923","5,620"
Kansas,Morton County,"3,233","2,587"
Kansas,Nemaha County,"10,178","10,231"
Kansas,Neosho County,"16,512","16,007"
Kansas,Ness County,"3,107","2,750"
Kansas,Norton County,"5,671","5,361"
Kansas,Osage County,"16,295","15,949"
Kansas,Osborne County,"3,858","3,421"
Kansas,Ottawa County,"6,091","5,704"
Kansas,Pawnee County,"6,973","6,414"
Kansas,Phillips County,"5,642","5,234"
Kansas,Pottawatomie County,"21,604","24,383"
Kansas,Pratt County,"9,656","9,164"
Kansas,Rawlins County,"2,519","2,530"
Kansas,Reno County,"64,511","61,998"
Kansas,Republic County,"4,980","4,636"
Kansas,Rice County,"10,083","9,537"
Kansas,Riley County,"71,115","74,232"
Kansas,Rooks County,"5,181","4,920"
Kansas,Rush County,"3,307","3,036"
Kansas,Russell County,"6,970","6,856"
Kansas,Saline County,"55,606","54,224"
Kansas,Scott County,"4,936","4,823"
Kansas,Sedgwick County,"498,365","516,042"
Kansas,Seward County,"22,952","21,428"
Kansas,Shawnee County,"177,934","176,875"
Kansas,Sheridan County,"2,556","2,521"
Kansas,Sherman County,"6,010","5,917"
Kansas,Smith County,"3,853","3,583"
Kansas,Stafford County,"4,437","4,156"
Kansas,Stanton County,"2,235","2,006"
Kansas,Stevens County,"5,724","5,485"
Kansas,Sumner County,"24,132","22,836"
Kansas,Thomas County,"7,900","7,777"
Kansas,Trego County,"3,001","2,803"
Kansas,Wabaunsee County,"7,053","6,931"
Kansas,Wallace County,"1,485","1,518"
Kansas,Washington County,"5,799","5,406"
Kansas,Wichita County,"2,234","2,119"
Kansas,Wilson County,"9,409","8,525"
Kansas,Woodson County,"3,309","3,138"
Kansas,Wyandotte County,"157,505","165,429"
Kentucky,Adair County,"18,656","19,202"
Kentucky,Allen County,"19,956","21,315"
Kentucky,Anderson County,"21,421","22,747"
Kentucky,Ballard County,"8,249","7,888"
Kentucky,Barren County,"42,173","44,249"
Kentucky,Bath County,"11,591","12,500"
Kentucky,Bell County,"28,691","26,032"
Kentucky,Boone County,"118,811","133,581"
Kentucky,Bourbon County,"19,985","19,788"
Kentucky,Boyd County,"49,542","46,718"
Kentucky,Boyle County,"28,432","30,060"
Kentucky,Bracken County,"8,488","8,303"
Kentucky,Breathitt County,"13,878","12,630"
Kentucky,Breckinridge County,"20,059","20,477"
Kentucky,Bullitt County,"74,319","81,676"
Kentucky,Butler County,"12,690","12,879"
Kentucky,Caldwell County,"12,984","12,747"
Kentucky,Calloway County,"37,191","39,001"
Kentucky,Campbell County,"90,336","93,584"
Kentucky,Carlisle County,"5,104","4,760"
Kentucky,Carroll County,"10,811","10,631"
Kentucky,Carter County,"27,720","26,797"
Kentucky,Casey County,"15,955","16,159"
Kentucky,Christian County,"73,955","70,461"
Kentucky,Clark County,"35,613","36,263"
Kentucky,Clay County,"21,730","19,901"
Kentucky,Clinton County,"10,272","10,218"
Kentucky,Crittenden County,"9,315","8,806"
Kentucky,Cumberland County,"6,856","6,614"
Kentucky,Daviess County,"96,656","101,511"
Kentucky,Edmonson County,"12,161","12,150"
Kentucky,Elliott County,"7,852","7,517"
Kentucky,Estill County,"14,672","14,106"
Kentucky,Fayette County,"295,803","323,152"
Kentucky,Fleming County,"14,348","14,581"
Kentucky,Floyd County,"39,451","35,589"
Kentucky,Franklin County,"49,285","50,991"
Kentucky,Fulton County,"6,813","5,969"
Kentucky,Gallatin County,"8,589","8,869"
Kentucky,Garrard County,"16,912","17,666"
Kentucky,Grant County,"24,662","25,069"
Kentucky,Graves County,"37,121","37,266"
Kentucky,Grayson County,"25,746","26,427"
Kentucky,Green County,"11,258","10,941"
Kentucky,Greenup County,"36,910","35,098"
Kentucky,Hancock County,"8,565","8,722"
Kentucky,Hardin County,"105,543","110,958"
Kentucky,Harlan County,"29,278","26,010"
Kentucky,Harrison County,"18,846","18,886"
Kentucky,Hart County,"18,199","19,035"
Kentucky,Henderson County,"46,250","45,210"
Kentucky,Henry County,"15,416","16,126"
Kentucky,Hickman County,"4,902","4,380"
Kentucky,Hopkins County,"46,920","44,686"
Kentucky,Jackson County,"13,494","13,329"
Kentucky,Jefferson County,"741,096","766,757"
Kentucky,Jessamine County,"48,586","54,115"
Kentucky,Johnson County,"23,356","22,188"
Kentucky,Kenton County,"159,720","166,998"
Kentucky,Knott County,"16,346","14,806"
Kentucky,Knox County,"31,883","31,145"
Kentucky,Larue County,"14,193","14,398"
Kentucky,Laurel County,"58,849","60,813"
Kentucky,Lawrence County,"15,860","15,317"
Kentucky,Lee County,"7,887","7,403"
Kentucky,Leslie County,"11,310","9,877"
Kentucky,Letcher County,"24,519","21,553"
Kentucky,Lewis County,"13,870","13,275"
Kentucky,Lincoln County,"24,742","24,549"
Kentucky,Livingston County,"9,519","9,194"
Kentucky,Logan County,"26,835","27,102"
Kentucky,Lyon County,"8,314","8,210"
Kentucky,Madison County,"82,916","92,987"
Kentucky,Magoffin County,"13,333","12,161"
Kentucky,Marion County,"19,820","19,273"
Kentucky,Marshall County,"31,448","31,100"
Kentucky,Martin County,"12,929","11,195"
Kentucky,Mason County,"17,490","17,070"
Kentucky,McCracken County,"65,565","65,418"
Kentucky,McCreary County,"18,306","17,231"
Kentucky,McLean County,"9,531","9,207"
Kentucky,Meade County,"28,602","28,572"
Kentucky,Menifee County,"6,306","6,489"
Kentucky,Mercer County,"21,331","21,933"
Kentucky,Metcalfe County,"10,099","10,071"
Kentucky,Monroe County,"10,963","10,650"
Kentucky,Montgomery County,"26,499","28,157"
Kentucky,Morgan County,"13,923","13,309"
Kentucky,Muhlenberg County,"31,499","30,622"
Kentucky,Nelson County,"43,437","46,233"
Kentucky,Nicholas County,"7,135","7,269"
Kentucky,Ohio County,"23,842","23,994"
Kentucky,Oldham County,"60,316","66,799"
Kentucky,Owen County,"10,841","10,901"
Kentucky,Owsley County,"4,755","4,415"
Kentucky,Pendleton County,"14,877","14,590"
Kentucky,Perry County,"28,712","25,758"
Kentucky,Pike County,"65,024","57,876"
Kentucky,Powell County,"12,613","12,359"
Kentucky,Pulaski County,"63,063","64,979"
Kentucky,Robertson County,"2,282","2,108"
Kentucky,Rockcastle County,"17,056","16,695"
Kentucky,Rowan County,"23,333","24,460"
Kentucky,Russell County,"17,565","17,923"
Kentucky,Scott County,"47,173","57,004"
Kentucky,Shelby County,"42,074","49,024"
Kentucky,Simpson County,"17,327","18,572"
Kentucky,Spencer County,"17,061","19,351"
Kentucky,Taylor County,"24,512","25,769"
Kentucky,Todd County,"12,460","12,294"
Kentucky,Trigg County,"14,339","14,651"
Kentucky,Trimble County,"8,809","8,471"
Kentucky,Union County,"15,007","14,381"
Kentucky,Warren County,"113,792","132,896"
Kentucky,Washington County,"11,717","12,095"
Kentucky,Wayne County,"20,813","20,333"
Kentucky,Webster County,"13,621","12,942"
Kentucky,Whitley County,"35,637","36,264"
Kentucky,Wolfe County,"7,355","7,157"
Kentucky,Woodford County,"24,939","26,734"
Louisiana,Acadia County,"61,773","62,045"
Louisiana,Allen County,"25,764","25,627"
Louisiana,Ascension County,"107,215","126,604"
Louisiana,Assumption County,"23,421","21,891"
Louisiana,Avoyelles County,"42,073","40,144"
Louisiana,Beauregard County,"35,654","37,497"
Louisiana,Bienville County,"14,353","13,241"
Louisiana,Bossier County,"116,979","127,039"
Louisiana,Caddo County,"254,969","240,204"
Louisiana,Calcasieu County,"192,768","203,436"
Louisiana,Caldwell County,"10,132","9,918"
Louisiana,Cameron County,"6,839","6,973"
Louisiana,Catahoula County,"10,407","9,494"
Louisiana,Claiborne County,"17,195","15,670"
Louisiana,Concordia County,"20,822","19,259"
Louisiana,De Soto County,"26,656","27,463"
Louisiana,East Baton Rouge County,"440,171","440,059"
Louisiana,East Carroll County,"7,759","6,861"
Louisiana,East Feliciana County,"20,267","19,135"
Louisiana,Evangeline County,"33,984","33,395"
Louisiana,Franklin County,"20,767","20,015"
Louisiana,Grant County,"22,309","22,389"
Louisiana,Iberia County,"73,240","69,830"
Louisiana,Iberville County,"33,387","32,511"
Louisiana,Jackson County,"16,274","15,744"
Louisiana,Jefferson Davis County,"31,594","31,368"
Louisiana,Jefferson County,"432,552","432,493"
Louisiana,Lafayette County,"221,578","244,390"
Louisiana,Lafourche County,"96,318","97,614"
Louisiana,LaSalle County,"14,890","14,892"
Louisiana,Lincoln County,"46,735","46,742"
Louisiana,Livingston County,"128,026","140,789"
Louisiana,Madison County,"12,093","10,951"
Louisiana,Morehouse County,"27,979","24,874"
Louisiana,Natchitoches County,"39,566","38,158"
Louisiana,Orleans County,"343,829","390,144"
Louisiana,Ouachita County,"153,720","153,279"
Louisiana,Plaquemines County,"23,042","23,197"
Louisiana,Pointe Coupee County,"22,802","21,730"
Louisiana,Rapides County,"131,613","129,648"
Louisiana,Red River County,"9,091","8,442"
Louisiana,Richland County,"20,725","20,122"
Louisiana,Sabine County,"24,233","23,884"
Louisiana,St. Bernard County,"35,897","47,244"
Louisiana,St. Charles County,"52,780","53,100"
Louisiana,St. Helena County,"11,203","10,132"
Louisiana,St. James County,"22,102","21,096"
Louisiana,St. John the Baptist County,"45,924","42,837"
Louisiana,St. Landry County,"83,384","82,124"
Louisiana,St. Martin County,"52,160","53,431"
Louisiana,St. Mary County,"54,650","49,348"
Louisiana,St. Tammany County,"233,740","260,419"
Louisiana,Tangipahoa County,"121,097","134,758"
Louisiana,Tensas County,"5,252","4,334"
Louisiana,Terrebonne County,"111,860","110,461"
Louisiana,Union County,"22,721","22,108"
Louisiana,Vermilion County,"57,999","59,511"
Louisiana,Vernon County,"52,334","47,429"
Louisiana,Washington County,"47,168","46,194"
Louisiana,Webster County,"41,207","38,340"
Louisiana,West Baton Rouge County,"23,788","26,465"
Louisiana,West Carroll County,"11,604","10,830"
Louisiana,West Feliciana County,"15,625","15,568"
Louisiana,Winn County,"15,313","13,904"
Maine,Androscoggin County,"107,702","108,277"
Maine,Aroostook County,"71,870","67,055"
Maine,Cumberland County,"281,674","295,003"
Maine,Franklin County,"30,768","30,199"
Maine,Hancock County,"54,418","54,987"
Maine,Kennebec County,"122,151","122,302"
Maine,Knox County,"39,736","39,772"
Maine,Lincoln County,"34,457","34,634"
Maine,Oxford County,"57,833","57,975"
Maine,Penobscot County,"153,923","152,148"
Maine,Piscataquis County,"17,535","16,785"
Maine,Sagadahoc County,"35,293","35,856"
Maine,Somerset County,"52,228","50,484"
Maine,Waldo County,"38,786","39,715"
Maine,Washington County,"32,856","31,379"
Maine,York County,"197,131","207,641"
Maryland,Allegany County,"75,087","70,416"
Maryland,Anne Arundel County,"537,656","579,234"
Maryland,Baltimore City County,"620,961","593,490"
Maryland,Baltimore County,"805,029","827,370"
Maryland,Calvert County,"88,737","92,525"
Maryland,Caroline County,"33,066","33,406"
Maryland,Carroll County,"167,134","168,447"
Maryland,Cecil County,"101,108","102,855"
Maryland,Charles County,"146,551","163,257"
Maryland,Dorchester County,"32,618","31,929"
Maryland,Frederick County,"233,385","259,547"
Maryland,Garrett County,"30,097","29,014"
Maryland,Harford County,"244,826","255,441"
Maryland,Howard County,"287,085","325,690"
Maryland,Kent County,"20,197","19,422"
Maryland,Montgomery County,"971,777","1,050,688"
Maryland,Prince George's County,"863,420","909,327"
Maryland,Queen Anne's County,"47,798","50,381"
Maryland,Somerset County,"26,470","25,616"
Maryland,St. Mary's County,"105,151","113,510"
Maryland,Talbot County,"37,782","37,181"
Maryland,Washington County,"147,430","151,049"
Maryland,Wicomico County,"98,733","103,609"
Maryland,Worcester County,"51,454","52,276"
Massachusetts,Barnstable County,"215,888","212,990"
Massachusetts,Berkshire County,"131,219","124,944"
Massachusetts,Bristol County,"548,285","565,217"
Massachusetts,Dukes County,"16,535","17,332"
Massachusetts,Essex County,"743,159","789,034"
Massachusetts,Franklin County,"71,372","70,180"
Massachusetts,Hampden County,"463,490","466,372"
Massachusetts,Hampshire County,"158,080","160,830"
Massachusetts,Middlesex County,"1,503,085","1,611,699"
Massachusetts,Nantucket County,"10,172","11,399"
Massachusetts,Norfolk County,"670,850","706,775"
Massachusetts,Plymouth County,"494,919","521,202"
Massachusetts,Suffolk County,"722,023","803,907"
Massachusetts,Worcester County,"798,552","830,622"
Michigan,Alcona County,"10,942","10,405"
Michigan,Alger County,"9,601","9,108"
Michigan,Allegan County,"111,408","118,081"
Michigan,Alpena County,"29,598","28,405"
Michigan,Antrim County,"23,580","23,324"
Michigan,Arenac County,"15,899","14,883"
Michigan,Baraga County,"8,860","8,209"
Michigan,Barry County,"59,173","61,550"
Michigan,Bay County,"107,771","103,126"
Michigan,Benzie County,"17,525","17,766"
Michigan,Berrien County,"156,813","153,401"
Michigan,Branch County,"45,248","43,517"
Michigan,Calhoun County,"136,146","134,159"
Michigan,Cass County,"52,293","51,787"
Michigan,Charlevoix County,"25,949","26,143"
Michigan,Cheboygan County,"26,152","25,276"
Michigan,Chippewa County,"38,520","37,349"
Michigan,Clare County,"30,926","30,950"
Michigan,Clinton County,"75,382","79,595"
Michigan,Crawford County,"14,074","14,029"
Michigan,Delta County,"37,069","35,784"
Michigan,Dickinson County,"26,168","25,239"
Michigan,Eaton County,"107,759","110,268"
Michigan,Emmet County,"32,694","33,415"
Michigan,Genesee County,"425,790","405,813"
Michigan,Gladwin County,"25,692","25,449"
Michigan,Gogebic County,"16,427","13,975"
Michigan,Grand Traverse County,"86,986","93,088"
Michigan,Gratiot County,"42,476","40,711"
Michigan,Hillsdale County,"46,688","45,605"
Michigan,Houghton County,"36,628","35,684"
Michigan,Huron County,"33,118","30,981"
Michigan,Ingham County,"280,895","292,406"
Michigan,Ionia County,"63,905","64,697"
Michigan,Iosco County,"25,887","25,127"
Michigan,Iron County,"11,817","11,066"
Michigan,Isabella County,"70,311","69,872"
Michigan,Jackson County,"160,248","158,510"
Michigan,Kalamazoo County,"250,331","265,066"
Michigan,Kalkaska County,"17,153","18,038"
Michigan,Kent County,"602,622","656,955"
Michigan,Keweenaw County,"2,156","2,116"
Michigan,Lake County,"11,539","11,853"
Michigan,Lapeer County,"88,319","87,607"
Michigan,Leelanau County,"21,708","21,761"
Michigan,Lenawee County,"99,892","98,451"
Michigan,Livingston County,"180,967","191,995"
Michigan,Luce County,"6,631","6,229"
Michigan,Mackinac County,"11,113","10,799"
Michigan,Macomb County,"840,978","873,972"
Michigan,Manistee County,"24,733","24,558"
Michigan,Marquette County,"67,077","66,699"
Michigan,Mason County,"28,705","29,144"
Michigan,Mecosta County,"42,798","43,453"
Michigan,Menominee County,"24,029","22,780"
Michigan,Midland County,"83,629","83,156"
Michigan,Missaukee County,"14,849","15,118"
Michigan,Monroe County,"152,021","150,500"
Michigan,Montcalm County,"63,342","63,888"
Michigan,Montmorency County,"9,765","9,328"
Michigan,Muskegon County,"172,188","173,566"
Michigan,Newaygo County,"48,460","48,980"
Michigan,Oakland County,"1,202,362","1,257,584"
Michigan,Oceana County,"26,570","26,467"
Michigan,Ogemaw County,"21,699","20,997"
Michigan,Ontonagon County,"6,780","5,720"
Michigan,Osceola County,"23,528","23,460"
Michigan,Oscoda County,"8,640","8,241"
Michigan,Otsego County,"24,164","24,668"
Michigan,Ottawa County,"263,801","291,830"
Michigan,Presque Isle County,"13,376","12,592"
Michigan,Roscommon County,"24,449","24,019"
Michigan,Saginaw County,"200,169","190,539"
Michigan,Sanilac County,"43,114","41,170"
Michigan,Schoolcraft County,"8,485","8,094"
Michigan,Shiawassee County,"70,648","68,122"
Michigan,St. Clair County,"163,040","159,128"
Michigan,St. Joseph County,"61,295","60,964"
Michigan,Tuscola County,"55,729","52,245"
Michigan,Van Buren County,"76,258","75,677"
Michigan,Washtenaw County,"344,791","367,601"
