State Name,County Name,Census 2010,Population Estimate 2019
Michigan,Wayne County,"1,820,584","1,749,343"
Michigan,Wexford County,"32,735","33,631"
Minnesota,Aitkin County,"16,202","15,886"
Minnesota,Anoka County,"330,844","356,921"
Minnesota,Becker County,"32,504","34,423"
Minnesota,Beltrami County,"44,442","47,188"
Minnesota,Benton County,"38,451","40,889"
Minnesota,Big Stone County,"5,269","4,991"
Minnesota,Blue Earth County,"64,013","67,653"
Minnesota,Brown County,"25,893","25,008"
Minnesota,Carlton County,"35,386","35,871"
Minnesota,Carver County,"91,042","105,089"
Minnesota,Cass County,"28,567","29,779"
Minnesota,Chippewa County,"12,441","11,800"
Minnesota,Chisago County,"53,887","56,579"
Minnesota,Clay County,"58,999","64,222"
Minnesota,Clearwater County,"8,695","8,818"
Minnesota,Cook County,"5,176","5,463"
Minnesota,Cottonwood County,"11,687","11,196"
Minnesota,Crow Wing County,"62,500","65,055"
Minnesota,Dakota County,"398,552","429,021"
Minnesota,Dodge County,"20,087","20,934"
Minnesota,Douglas County,"36,009","38,141"
Minnesota,Faribault County,"14,553","13,653"
Minnesota,Fillmore County,"20,866","21,067"
Minnesota,Freeborn County,"31,255","30,281"
Minnesota,Goodhue County,"46,183","46,340"
Minnesota,Grant County,"6,018","5,972"
Minnesota,Hennepin County,"1,152,425","1,265,843"
Minnesota,Houston County,"19,027","18,600"
Minnesota,Hubbard County,"20,428","21,491"
Minnesota,Isanti County,"37,816","40,596"
Minnesota,Itasca County,"45,058","45,130"
Minnesota,Jackson County,"10,266","9,846"
Minnesota,Kanabec County,"16,239","16,337"
Minnesota,Kandiyohi County,"42,239","43,199"
Minnesota,Kittson County,"4,552","4,298"
Minnesota,Koochiching County,"13,311","12,229"
Minnesota,Lac qui Parle County,"7,259","6,623"
Minnesota,Lake County,"10,866","10,641"
Minnesota,Lake of the Woods County,"4,045","3,740"
Minnesota,Le Sueur County,"27,703","28,887"
Minnesota,Lincoln County,"5,896","5,639"
Minnesota,Lyon County,"25,857","25,474"
Minnesota,Mahnomen County,"5,413","5,527"
Minnesota,Marshall County,"9,439","9,336"
Minnesota,Martin County,"20,840","19,683"
Minnesota,McLeod County,"36,651","35,893"
Minnesota,Meeker County,"23,300","23,222"
Minnesota,Mille Lacs County,"26,097","26,277"
Minnesota,Morrison County,"33,198","33,386"
Minnesota,Mower County,"39,163","40,062"
Minnesota,Murray County,"8,725","8,194"
Minnesota,Nicollet County,"32,727","34,274"
Minnesota,Nobles County,"21,378","21,629"
Minnesota,Norman County,"6,852","6,375"
Minnesota,Olmsted County,"144,248","158,293"
Minnesota,Otter Tail County,"57,303","58,746"
Minnesota,Pennington County,"13,930","14,119"
Minnesota,Pine County,"29,750","29,579"
Minnesota,Pipestone County,"9,596","9,126"
Minnesota,Polk County,"31,600","31,364"
Minnesota,Pope County,"10,995","11,249"
Minnesota,Ramsey County,"508,640","550,321"
Minnesota,Red Lake County,"4,089","4,055"
Minnesota,Redwood County,"16,059","15,170"
Minnesota,Renville County,"15,730","14,548"
Minnesota,Rice County,"64,142","66,972"
Minnesota,Rock County,"9,687","9,315"
Minnesota,Roseau County,"15,629","15,165"
Minnesota,Scott County,"129,928","149,013"
Minnesota,Sherburne County,"88,499","97,238"
Minnesota,Sibley County,"15,226","14,865"
Minnesota,St. Louis County,"200,226","199,070"
Minnesota,Stearns County,"150,642","161,075"
Minnesota,Steele County,"36,576","36,649"
Minnesota,Stevens County,"9,726","9,805"
Minnesota,Swift County,"9,783","9,266"
Minnesota,Todd County,"24,895","24,664"
Minnesota,Traverse County,"3,558","3,259"
Minnesota,Wabasha County,"21,676","21,627"
Minnesota,Wadena County,"13,843","13,682"
Minnesota,Waseca County,"19,136","18,612"
Minnesota,Washington County,"238,136","262,440"
Minnesota,Watonwan County,"11,211","10,897"
Minnesota,Wilkin County,"6,576","6,207"
Minnesota,Winona County,"51,461","50,484"
Minnesota,Wright County,"124,700","138,377"
Minnesota,Yellow Medicine County,"10,438","9,709"
Mississippi,Adams County,"32,297","30,693"
Mississippi,Alcorn County,"37,057","36,953"
Mississippi,Amite County,"13,131","12,297"
Mississippi,Attala County,"19,564","18,174"
Mississippi,Benton County,"8,729","8,259"
Mississippi,Bolivar County,"34,145","30,628"
Mississippi,Calhoun County,"14,962","14,361"
Mississippi,Carroll County,"10,597","9,947"
Mississippi,Chickasaw County,"17,392","17,103"
Mississippi,Choctaw County,"8,547","8,210"
Mississippi,Claiborne County,"9,604","8,988"
Mississippi,Clarke County,"16,732","15,541"
Mississippi,Clay County,"20,634","19,316"
Mississippi,Coahoma County,"26,151","22,124"
Mississippi,Copiah County,"29,449","28,065"
Mississippi,Covington County,"19,568","18,636"
Mississippi,DeSoto County,"161,252","184,945"
Mississippi,Forrest County,"74,934","74,897"
Mississippi,Franklin County,"8,118","7,713"
Mississippi,George County,"22,578","24,500"
Mississippi,Greene County,"14,400","13,586"
Mississippi,Grenada County,"21,906","20,758"
Mississippi,Hancock County,"43,929","47,632"
Mississippi,Harrison County,"187,105","208,080"
Mississippi,Hinds County,"245,285","231,840"
Mississippi,Holmes County,"19,198","17,010"
Mississippi,Humphreys County,"9,375","8,064"
Mississippi,Issaquena County,"1,406","1,327"
Mississippi,Itawamba County,"23,401","23,390"
Mississippi,Jackson County,"139,668","143,617"
Mississippi,Jasper County,"17,062","16,383"
Mississippi,Jefferson County,"7,726","6,990"
Mississippi,Jefferson Davis County,"12,487","11,128"
Mississippi,Jones County,"67,761","68,098"
Mississippi,Kemper County,"10,456","9,742"
Mississippi,Lafayette County,"47,351","54,019"
Mississippi,Lamar County,"55,658","63,343"
Mississippi,Lauderdale County,"80,261","74,125"
Mississippi,Lawrence County,"12,929","12,586"
Mississippi,Leake County,"23,805","22,786"
Mississippi,Lee County,"82,910","85,436"
Mississippi,Leflore County,"32,317","28,183"
Mississippi,Lincoln County,"34,869","34,153"
Mississippi,Lowndes County,"59,779","58,595"
Mississippi,Madison County,"95,203","106,272"
Mississippi,Marion County,"27,088","24,573"
Mississippi,Marshall County,"37,144","35,294"
Mississippi,Monroe County,"36,989","35,252"
Mississippi,Montgomery County,"10,925","9,775"
Mississippi,Neshoba County,"29,676","29,118"
Mississippi,Newton County,"21,720","21,018"
Mississippi,Noxubee County,"11,545","10,417"
Mississippi,Oktibbeha County,"47,671","49,587"
Mississippi,Panola County,"34,707","34,192"
Mississippi,Pearl River County,"55,834","55,535"
Mississippi,Perry County,"12,250","11,973"
Mississippi,Pike County,"40,404","39,288"
Mississippi,Pontotoc County,"29,957","32,174"
Mississippi,Prentiss County,"25,276","25,126"
Mississippi,Quitman County,"8,223","6,792"
Mississippi,Rankin County,"141,617","155,271"
Mississippi,Scott County,"28,264","28,124"
Mississippi,Sharkey County,"4,916","4,321"
Mississippi,Simpson County,"27,503","26,658"
Mississippi,Smith County,"16,491","15,916"
Mississippi,Stone County,"17,786","18,336"
Mississippi,Sunflower County,"29,450","25,110"
Mississippi,Tallahatchie County,"15,378","13,809"
Mississippi,Tate County,"28,886","28,321"
Mississippi,Tippah County,"22,232","22,015"
Mississippi,Tishomingo County,"19,593","19,383"
Mississippi,Tunica County,"10,778","9,632"
Mississippi,Union County,"27,134","28,815"
Mississippi,Walthall County,"15,443","14,286"
Mississippi,Warren County,"48,773","45,381"
Mississippi,Washington County,"51,137","43,909"
Mississippi,Wayne County,"20,747","20,183"
Mississippi,Webster County,"10,253","9,689"
Mississippi,Wilkinson County,"9,878","8,630"
Mississippi,Winston County,"19,198","17,955"
Mississippi,Yalobusha County,"12,678","12,108"
Mississippi,Yazoo County,"28,065","29,690"
Missouri,Adair County,"25,607","25,343"
Missouri,Andrew County,"17,291","17,712"
Missouri,Atchison County,"5,685","5,143"
Missouri,Audrain County,"25,529","25,388"
Missouri,Barry County,"35,597","35,789"
Missouri,Barton County,"12,402","11,754"
Missouri,Bates County,"17,049","16,172"
Missouri,Benton County,"19,056","19,443"
Missouri,Bollinger County,"12,363","12,133"
Missouri,Boone County,"162,642","180,463"
Missouri,Buchanan County,"89,201","87,364"
Missouri,Butler County,"42,794","42,478"
Missouri,Caldwell County,"9,424","9,020"
Missouri,Callaway County,"44,332","44,743"
Missouri,Camden County,"44,002","46,305"
Missouri,Cape Girardeau County,"75,674","78,871"
Missouri,Carroll County,"9,295","8,679"
Missouri,Carter County,"6,265","5,982"
Missouri,Cass County,"99,478","105,780"
Missouri,Cedar County,"13,982","14,349"
Missouri,Chariton County,"7,831","7,426"
Missouri,Christian County,"77,422","88,595"
Missouri,Clark County,"7,139","6,797"
Missouri,Clay County,"221,939","249,948"
Missouri,Clinton County,"20,743","20,387"
Missouri,Cole County,"75,990","76,745"
Missouri,Cooper County,"17,601","17,709"
Missouri,Crawford County,"24,696","23,920"
Missouri,Dade County,"7,883","7,561"
Missouri,Dallas County,"16,777","16,878"
Missouri,Daviess County,"8,433","8,278"
Missouri,DeKalb County,"12,892","12,547"
Missouri,Dent County,"15,657","15,573"
Missouri,Douglas County,"13,684","13,185"
Missouri,Dunklin County,"31,953","29,131"
Missouri,Franklin County,"101,492","103,967"
Missouri,Gasconade County,"15,222","14,706"
Missouri,Gentry County,"6,738","6,571"
Missouri,Greene County,"275,174","293,086"
Missouri,Grundy County,"10,261","9,850"
Missouri,Harrison County,"8,957","8,352"
Missouri,Henry County,"22,272","21,824"
Missouri,Hickory County,"9,627","9,544"
Missouri,Holt County,"4,912","4,403"
Missouri,Howard County,"10,144","10,001"
Missouri,Howell County,"40,400","40,117"
Missouri,Iron County,"10,630","10,125"
Missouri,Jackson County,"674,158","703,011"
Missouri,Jasper County,"117,404","121,328"
Missouri,Jefferson County,"218,733","225,081"
Missouri,Johnson County,"52,595","54,062"
Missouri,Knox County,"4,131","3,959"
Missouri,Laclede County,"35,571","35,723"
Missouri,Lafayette County,"33,381","32,708"
Missouri,Lawrence County,"38,634","38,355"
Missouri,Lewis County,"10,211","9,776"
Missouri,Lincoln County,"52,566","59,013"
Missouri,Linn County,"12,761","11,920"
Missouri,Livingston County,"15,195","15,227"
Missouri,Macon County,"15,566","15,117"
Missouri,Madison County,"12,226","12,088"
Missouri,Maries County,"9,176","8,697"
Missouri,Marion County,"28,781","28,530"
Missouri,McDonald County,"23,083","22,837"
Missouri,Mercer County,"3,785","3,617"
Missouri,Miller County,"24,748","25,619"
Missouri,Mississippi County,"14,358","13,180"
Missouri,Moniteau County,"15,607","16,132"
Missouri,Monroe County,"8,840","8,644"
Missouri,Montgomery County,"12,236","11,551"
Missouri,Morgan County,"20,565","20,627"
Missouri,New Madrid County,"18,956","17,076"
Missouri,Newton County,"58,114","58,236"
Missouri,Nodaway County,"23,370","22,092"
Missouri,Oregon County,"10,881","10,529"
Missouri,Osage County,"13,878","13,615"
Missouri,Ozark County,"9,723","9,174"
Missouri,Pemiscot County,"18,296","15,805"
Missouri,Perry County,"18,971","19,136"
Missouri,Pettis County,"42,201","42,339"
Missouri,Phelps County,"45,156","44,573"
Missouri,Pike County,"18,516","18,302"
Missouri,Platte County,"89,322","104,418"
Missouri,Polk County,"31,137","32,149"
Missouri,Pulaski County,"52,274","52,607"
Missouri,Putnam County,"4,979","4,696"
Missouri,Ralls County,"10,167","10,309"
Missouri,Randolph County,"25,414","24,748"
Missouri,Ray County,"23,494","23,018"
Missouri,Reynolds County,"6,696","6,270"
Missouri,Ripley County,"14,100","13,288"
Missouri,Saline County,"23,370","22,761"
Missouri,Schuyler County,"4,431","4,660"
Missouri,Scotland County,"4,843","4,902"
Missouri,Scott County,"39,191","38,280"
Missouri,Shannon County,"8,441","8,166"
Missouri,Shelby County,"6,373","5,930"
Missouri,St. Charles County,"360,485","402,022"
Missouri,St. Clair County,"9,805","9,397"
Missouri,St. Francois County,"65,359","67,215"
Missouri,St. Louis City County,"319,294","300,576"
Missouri,St. Louis County,"998,954","994,205"
Missouri,Ste. Genevieve County,"18,145","17,894"
Missouri,Stoddard County,"29,968","29,025"
Missouri,Stone County,"32,202","31,952"
Missouri,Sullivan County,"6,714","6,089"
Missouri,Taney County,"51,675","55,928"
Missouri,Texas County,"26,008","25,398"
Missouri,Vernon County,"21,159","20,563"
Missouri,Warren County,"32,513","35,649"
Missouri,Washington County,"25,195","24,730"
Missouri,Wayne County,"13,521","12,873"
Missouri,Webster County,"36,202","39,592"
Missouri,Worth County,"2,171","2,013"
Missouri,Wright County,"18,815","18,289"
Montana,Beaverhead County,"9,246","9,453"
Montana,Big Horn County,"12,865","13,319"
Montana,Blaine County,"6,491","6,681"
Montana,Broadwater County,"5,612","6,237"
Montana,Carbon County,"10,078","10,725"
Montana,Carter County,"1,160","1,252"
Montana,Cascade County,"81,327","81,366"
Montana,Chouteau County,"5,813","5,635"
Montana,Custer County,"11,699","11,402"
Montana,Daniels County,"1,751","1,690"
Montana,Dawson County,"8,966","8,613"
Montana,Deer Lodge County,"9,298","9,140"
Montana,Fallon County,"2,890","2,846"
Montana,Fergus County,"11,586","11,050"
Montana,Flathead County,"90,928","103,806"
Montana,Gallatin County,"89,513","114,434"
Montana,Garfield County,"1,206","1,258"
Montana,Glacier County,"13,399","13,753"
Montana,Golden Valley County,884,821
Montana,Granite County,"3,079","3,379"
Montana,Hill County,"16,096","16,484"
Montana,Jefferson County,"11,406","12,221"
Montana,Judith Basin County,"2,072","2,007"
Montana,Lake County,"28,746","30,458"
Montana,Lewis and Clark County,"63,395","69,432"
Montana,Liberty County,"2,339","2,337"
Montana,Lincoln County,"19,687","19,980"
Montana,Madison County,"7,691","8,600"
Montana,McCone County,"1,734","1,664"
Montana,Meagher County,"1,891","1,862"
Montana,Mineral County,"4,223","4,397"
Montana,Missoula County,"109,299","119,600"
Montana,Musselshell County,"4,538","4,633"
Montana,Park County,"15,636","16,606"
Montana,Petroleum County,494,487
Montana,Phillips County,"4,253","3,954"
Montana,Pondera County,"6,153","5,911"
Montana,Powder River County,"1,743","1,682"
Montana,Powell County,"7,027","6,890"
Montana,Prairie County,"1,179","1,077"
Montana,Ravalli County,"40,212","43,806"
Montana,Richland County,"9,746","10,803"
Montana,Roosevelt County,"10,425","11,004"
Montana,Rosebud County,"9,233","8,937"
Montana,Sanders County,"11,413","12,113"
Montana,Sheridan County,"3,384","3,309"
Montana,Silver Bow County,"34,200","34,915"
Montana,Stillwater County,"9,117","9,642"
Montana,Sweet Grass County,"3,651","3,737"
Montana,Teton County,"6,073","6,147"
Montana,Toole County,"5,324","4,736"
Montana,Treasure County,718,696
Montana,Valley County,"7,369","7,396"
Montana,Wheatland County,"2,168","2,126"
Montana,Wibaux County,"1,017",969
Montana,Yellowstone County,"147,972","161,300"
Nebraska,Adams County,"31,364","31,363"
Nebraska,Antelope County,"6,685","6,298"
Nebraska,Arthur County,460,463
Nebraska,Banner County,690,745
Nebraska,Blaine County,478,465
Nebraska,Boone County,"5,505","5,192"
Nebraska,Box Butte County,"11,308","10,783"
Nebraska,Boyd County,"2,099","1,919"
Nebraska,Brown County,"3,145","2,955"
Nebraska,Buffalo County,"46,102","49,659"
Nebraska,Burt County,"6,858","6,459"
Nebraska,Butler County,"8,395","8,016"
Nebraska,Cass County,"25,241","26,248"
Nebraska,Cedar County,"8,852","8,402"
Nebraska,Chase County,"3,966","3,924"
Nebraska,Cherry County,"5,713","5,689"
Nebraska,Cheyenne County,"9,998","8,910"
Nebraska,Clay County,"6,542","6,203"
Nebraska,Colfax County,"10,515","10,709"
Nebraska,Cuming County,"9,139","8,846"
Nebraska,Custer County,"10,939","10,777"
Nebraska,Dakota County,"21,006","20,026"
Nebraska,Dawes County,"9,182","8,589"
Nebraska,Dawson County,"24,326","23,595"
Nebraska,Deuel County,"1,941","1,794"
Nebraska,Dixon County,"6,000","5,636"
Nebraska,Dodge County,"36,691","36,565"
Nebraska,Douglas County,"517,110","571,327"
Nebraska,Dundy County,"2,008","1,693"
Nebraska,Fillmore County,"5,890","5,462"
Nebraska,Franklin County,"3,225","2,979"
Nebraska,Frontier County,"2,756","2,627"
Nebraska,Furnas County,"4,959","4,676"
Nebraska,Gage County,"22,311","21,513"
Nebraska,Garden County,"2,057","1,837"
Nebraska,Garfield County,"2,049","1,969"
Nebraska,Gosper County,"2,044","1,990"
Nebraska,Grant County,614,623
Nebraska,Greeley County,"2,538","2,356"
Nebraska,Hall County,"58,607","61,353"
Nebraska,Hamilton County,"9,124","9,324"
Nebraska,Harlan County,"3,423","3,380"
Nebraska,Hayes County,967,922
Nebraska,Hitchcock County,"2,908","2,762"
Nebraska,Holt County,"10,435","10,067"
Nebraska,Hooker County,736,682
Nebraska,Howard County,"6,274","6,445"
Nebraska,Jefferson County,"7,547","7,046"
Nebraska,Johnson County,"5,217","5,071"
Nebraska,Kearney County,"6,489","6,495"
Nebraska,Keith County,"8,368","8,034"
Nebraska,Keya Paha County,824,806
Nebraska,Kimball County,"3,821","3,632"
Nebraska,Knox County,"8,701","8,332"
Nebraska,Lancaster County,"285,407","319,090"
Nebraska,Lincoln County,"36,288","34,914"
Nebraska,Logan County,763,748
Nebraska,Loup County,632,664
Nebraska,Madison County,"34,876","35,099"
Nebraska,McPherson County,539,494
Nebraska,Merrick County,"7,845","7,755"
Nebraska,Morrill County,"5,042","4,642"
Nebraska,Nance County,"3,735","3,519"
Nebraska,Nemaha County,"7,248","6,972"
Nebraska,Nuckolls County,"4,500","4,148"
Nebraska,Otoe County,"15,740","16,012"
Nebraska,Pawnee County,"2,773","2,613"
Nebraska,Perkins County,"2,970","2,891"
Nebraska,Phelps County,"9,188","9,034"
Nebraska,Pierce County,"7,266","7,148"
Nebraska,Platte County,"32,237","33,470"
Nebraska,Polk County,"5,406","5,213"
Nebraska,Red Willow County,"11,055","10,724"
Nebraska,Richardson County,"8,363","7,865"
Nebraska,Rock County,"1,526","1,357"
Nebraska,Saline County,"14,200","14,224"
Nebraska,Sarpy County,"158,840","187,196"
Nebraska,Saunders County,"20,780","21,578"
Nebraska,Scotts Bluff County,"36,970","35,618"
Nebraska,Seward County,"16,750","17,284"
Nebraska,Sheridan County,"5,469","5,246"
Nebraska,Sherman County,"3,152","3,001"
Nebraska,Sioux County,"1,311","1,166"
Nebraska,Stanton County,"6,129","5,920"
Nebraska,Thayer County,"5,228","5,003"
Nebraska,Thomas County,647,722
Nebraska,Thurston County,"6,940","7,224"
Nebraska,Valley County,"4,260","4,158"
Nebraska,Washington County,"20,234","20,729"
Nebraska,Wayne County,"9,595","9,385"
Nebraska,Webster County,"3,812","3,487"
Nebraska,Wheeler County,818,783
Nebraska,York County,"13,665","13,679"
Nevada,Carson City County,"55,274","55,916"
Nevada,Churchill County,"24,877","24,909"
Nevada,Clark County,"1,951,269","2,266,715"
Nevada,Douglas County,"46,997","48,905"
Nevada,Elko County,"48,818","52,778"
Nevada,Esmeralda County,783,873
Nevada,Eureka County,"1,987","2,029"
Nevada,Humboldt County,"16,528","16,831"
Nevada,Lander County,"5,775","5,532"
Nevada,Lincoln County,"5,345","5,183"
Nevada,Lyon County,"51,980","57,510"
Nevada,Mineral County,"4,772","4,505"
Nevada,Nye County,"43,946","46,523"
Nevada,Pershing County,"6,753","6,725"
Nevada,Storey County,"4,010","4,123"
Nevada,Washoe County,"421,407","471,519"
Nevada,White Pine County,"10,030","9,580"
New Hampshire,Belknap County,"60,088","61,303"
New Hampshire,Carroll County,"47,818","48,910"
New Hampshire,Cheshire County,"77,117","76,085"
New Hampshire,Coos County,"33,055","31,563"
New Hampshire,Grafton County,"89,118","89,886"
New Hampshire,Hillsborough County,"400,721","417,025"
New Hampshire,Merrimack County,"146,445","151,391"
New Hampshire,Rockingham County,"295,223","309,769"
New Hampshire,Strafford County,"123,143","130,633"
New Hampshire,Sullivan County,"43,742","43,146"
New Jersey,Atlantic County,"274,549","263,670"
New Jersey,Bergen County,"905,116","932,202"
New Jersey,Burlington County,"448,734","445,349"
New Jersey,Camden County,"513,657","506,471"
New Jersey,Cape May County,"97,265","92,039"
New Jersey,Cumberland County,"156,898","149,527"
New Jersey,Essex County,"783,969","798,975"
New Jersey,Gloucester County,"288,288","291,636"
New Jersey,Hudson County,"634,266","672,391"
New Jersey,Hunterdon County,"128,349","124,371"
New Jersey,Mercer County,"366,513","367,430"
New Jersey,Middlesex County,"809,858","825,062"
New Jersey,Monmouth County,"630,380","618,795"
New Jersey,Morris County,"492,276","491,845"
New Jersey,Ocean County,"576,567","607,186"
New Jersey,Passaic County,"501,226","501,826"
New Jersey,Salem County,"66,083","62,385"
New Jersey,Somerset County,"323,444","328,934"
New Jersey,Sussex County,"149,265","140,488"
New Jersey,Union County,"536,499","556,341"
New Jersey,Warren County,"108,692","105,267"
New Mexico,Bernalillo County,"662,564","679,121"
New Mexico,Catron County,"3,725","3,527"
New Mexico,Chaves County,"65,645","64,615"
New Mexico,Cibola County,"27,213","26,675"
New Mexico,Colfax County,"13,750","11,941"
New Mexico,Curry County,"48,376","48,954"
New Mexico,De Baca County,"2,022","1,748"
New Mexico,Dona Ana County,"209,233","218,195"
New Mexico,Eddy County,"53,829","58,460"
New Mexico,Grant County,"29,514","26,998"
New Mexico,Guadalupe County,"4,687","4,300"
New Mexico,Harding County,695,625
New Mexico,Hidalgo County,"4,894","4,198"
New Mexico,Lea County,"64,727","71,070"
New Mexico,Lincoln County,"20,497","19,572"
New Mexico,Los Alamos County,"17,950","19,369"
New Mexico,Luna County,"25,095","23,709"
New Mexico,McKinley County,"71,492","71,367"
New Mexico,Mora County,"4,881","4,521"
New Mexico,Otero County,"63,797","67,490"
New Mexico,Quay County,"9,041","8,253"
New Mexico,Rio Arriba County,"40,246","38,921"
New Mexico,Roosevelt County,"19,846","18,500"
New Mexico,San Juan County,"130,044","123,958"
New Mexico,San Miguel County,"29,393","27,277"
New Mexico,Sandoval County,"131,561","146,748"
New Mexico,Santa Fe County,"144,170","150,358"
New Mexico,Sierra County,"11,988","10,791"
New Mexico,Socorro County,"17,866","16,637"
New Mexico,Taos County,"32,937","32,723"
New Mexico,Torrance County,"16,383","15,461"
New Mexico,Union County,"4,549","4,059"
New Mexico,Valencia County,"76,569","76,688"
New York,Albany County,"304,204","305,506"
New York,Allegany County,"48,946","46,091"
New York,Bronx County,"1,385,108","1,418,207"
New York,Broome County,"200,600","190,488"
New York,Cattaraugus County,"80,317","76,117"
New York,Cayuga County,"80,026","76,576"
New York,Chautauqua County,"134,905","126,903"
New York,Chemung County,"88,830","83,456"
New York,Chenango County,"50,477","47,207"
New York,Clinton County,"82,128","80,485"
New York,Columbia County,"63,096","59,461"
New York,Cortland County,"49,336","47,581"
New York,Delaware County,"47,980","44,135"
New York,Dutchess County,"297,488","294,218"
New York,Erie County,"919,040","918,702"
New York,Essex County,"39,370","36,885"
New York,Franklin County,"51,599","50,022"
New York,Fulton County,"55,531","53,383"
New York,Genesee County,"60,079","57,280"
New York,Greene County,"49,221","47,188"
New York,Hamilton County,"4,836","4,416"
New York,Herkimer County,"64,519","61,319"
New York,Jefferson County,"116,229","109,834"
New York,Kings County,"2,504,700","2,559,903"
New York,Lewis County,"27,087","26,296"
New York,Livingston County,"65,393","62,914"
New York,Madison County,"73,442","70,941"
New York,Monroe County,"744,344","741,770"
New York,Montgomery County,"50,219","49,221"
New York,Nassau County,"1,339,532","1,356,924"
New York,New York City County,"1,585,873","1,628,706"
New York,Niagara County,"216,469","209,281"
New York,Oneida County,"234,878","228,671"
New York,Onondaga County,"467,026","460,528"
New York,Ontario County,"107,931","109,777"
New York,Orange County,"372,813","384,940"
New York,Orleans County,"42,883","40,352"
New York,Oswego County,"122,109","117,124"
New York,Otsego County,"62,259","59,493"
New York,Putnam County,"99,710","98,320"
New York,Queens County,"2,230,722","2,253,858"
New York,Rensselaer County,"159,429","158,714"
New York,Richmond County,"468,730","476,143"
New York,Rockland County,"311,687","325,789"
New York,Saratoga County,"219,607","229,863"
New York,Schenectady County,"154,727","155,299"
New York,Schoharie County,"32,749","30,999"
New York,Schuyler County,"18,343","17,807"
New York,Seneca County,"35,251","34,016"
New York,St. Lawrence County,"111,944","107,740"
New York,Steuben County,"98,990","95,379"
New York,Suffolk County,"1,493,350","1,476,601"
New York,Sullivan County,"77,547","75,432"
New York,Tioga County,"51,125","48,203"
New York,Tompkins County,"101,564","102,180"
New York,Ulster County,"182,493","177,573"
New York,Warren County,"65,707","63,944"
New York,Washington County,"63,216","61,204"
New York,Wayne County,"93,772","89,918"
New York,Westchester County,"949,113","967,506"
New York,Wyoming County,"42,155","39,859"
New York,Yates County,"25,348","24,913"
North Carolina,Alamance County,"151,131","169,509"
North Carolina,Alexander County,"37,198","37,497"
North Carolina,Alleghany County,"11,155","11,137"
North Carolina,Anson County,"26,948","24,446"
North Carolina,Ashe County,"27,281","27,203"
North Carolina,Avery County,"17,797","17,557"
North Carolina,Beaufort County,"47,759","46,994"
North Carolina,Bertie County,"21,282","18,947"
North Carolina,Bladen County,"35,190","32,722"
North Carolina,Brunswick County,"107,431","142,820"
North Carolina,Buncombe County,"238,318","261,191"
North Carolina,Burke County,"90,912","90,485"
North Carolina,Cabarrus County,"178,011","216,453"
North Carolina,Caldwell County,"83,029","82,178"
North Carolina,Camden County,"9,980","10,867"
North Carolina,Carteret County,"66,469","69,473"
North Carolina,Caswell County,"23,719","22,604"
North Carolina,Catawba County,"154,358","159,551"
North Carolina,Chatham County,"63,505","74,470"
North Carolina,Cherokee County,"27,444","28,612"
North Carolina,Chowan County,"14,793","13,943"
North Carolina,Clay County,"10,587","11,231"
North Carolina,Cleveland County,"98,078","97,947"
North Carolina,Columbus County,"58,098","55,508"
North Carolina,Craven County,"103,505","102,139"
North Carolina,Cumberland County,"319,431","335,509"
North Carolina,Currituck County,"23,547","27,763"
North Carolina,Dare County,"33,920","37,009"
North Carolina,Davidson County,"162,878","167,609"
North Carolina,Davie County,"41,240","42,846"
North Carolina,Duplin County,"58,505","58,741"
North Carolina,Durham County,"267,587","321,488"
North Carolina,Edgecombe County,"56,552","51,472"
North Carolina,Forsyth County,"350,670","382,295"
North Carolina,Franklin County,"60,619","69,685"
North Carolina,Gaston County,"206,086","224,529"
North Carolina,Gates County,"12,197","11,562"
North Carolina,Graham County,"8,861","8,441"
North Carolina,Granville County,"59,916","60,443"
North Carolina,Greene County,"21,362","21,069"
North Carolina,Guilford County,"488,406","537,174"
North Carolina,Halifax County,"54,691","50,010"
North Carolina,Harnett County,"114,678","135,976"
North Carolina,Haywood County,"59,036","62,317"
North Carolina,Henderson County,"106,740","117,417"
North Carolina,Hertford County,"24,669","23,677"
North Carolina,Hoke County,"46,952","55,234"
North Carolina,Hyde County,"5,810","4,937"
North Carolina,Iredell County,"159,437","181,806"
North Carolina,Jackson County,"40,271","43,938"
North Carolina,Johnston County,"168,878","209,339"
North Carolina,Jones County,"10,153","9,419"
North Carolina,Lee County,"57,866","61,779"
North Carolina,Lenoir County,"59,495","55,949"
North Carolina,Lincoln County,"78,265","86,111"
North Carolina,Macon County,"33,922","35,858"
North Carolina,Madison County,"20,764","21,755"
North Carolina,Martin County,"24,505","22,440"
North Carolina,McDowell County,"44,996","45,756"
North Carolina,Mecklenburg County,"919,628","1,110,356"
North Carolina,Mitchell County,"15,579","14,964"
North Carolina,Montgomery County,"27,798","27,173"
North Carolina,Moore County,"88,247","100,880"
North Carolina,Nash County,"95,840","94,298"
North Carolina,New Hanover County,"202,667","234,473"
North Carolina,Northampton County,"22,099","19,483"
North Carolina,Onslow County,"177,772","197,938"
North Carolina,Orange County,"133,801","148,476"
North Carolina,Pamlico County,"13,144","12,726"
North Carolina,Pasquotank County,"40,661","39,824"
North Carolina,Pender County,"52,217","63,060"
North Carolina,Perquimans County,"13,453","13,463"
North Carolina,Person County,"39,464","39,490"
North Carolina,Pitt County,"168,148","180,742"
North Carolina,Polk County,"20,510","20,724"
North Carolina,Randolph County,"141,752","143,667"
